City,Date,PM2.5,NO2,AQI,AQI_Bucket
Delhi,23/04/2018,76.11,39.43,197,Moderate
Delhi,24/04/2018,108.64,57.07,242,Poor
Delhi,25/04/2018,117.56,82.47,287,Poor
Delhi,26/04/2018,142.82,78.5,329,Very Poor
Delhi,27/04/2018,107.47,49.86,351,Very Poor
Delhi,28/04/2018,84.13,36.11,288,Poor
Delhi,29/04/2018,89.1,42.57,259,Poor
Delhi,30/04/2018,79.3,46.42,221,Poor
Delhi,01/05/2018,54.88,33.37,173,Moderate
Delhi,02/05/2018,66.74,34.14,161,Moderate
Delhi,03/05/2018,47.25,31.77,167,Moderate
Delhi,04/05/2018,49.09,30.44,146,Moderate
Delhi,05/05/2018,74.82,46.75,174,Moderate
Delhi,06/05/2018,110.48,53.69,280,Poor
Delhi,07/05/2018,111.95,54.75,243,Poor
Delhi,08/05/2018,61,27.66,252,Poor
Delhi,09/05/2018,71.99,46.09,168,Moderate
Delhi,10/05/2018,93.45,52.15,218,Poor
Delhi,11/05/2018,132.39,65.41,292,Poor
Delhi,12/05/2018,144.33,74.13,330,Very Poor
Delhi,13/05/2018,80.64,31.22,285,Poor
Delhi,14/05/2018,49.22,40.3,174,Moderate
Delhi,15/05/2018,67.23,39.81,173,Moderate
Delhi,16/05/2018,78.74,41.79,194,Moderate
Delhi,17/05/2018,105.99,44.14,240,Poor
Delhi,18/05/2018,96.96,53.88,254,Poor
Delhi,19/05/2018,103.98,65.52,270,Poor
Delhi,20/05/2018,83.66,45.88,231,Poor
Delhi,21/05/2018,71.25,42.68,208,Poor
Delhi,22/05/2018,91.16,59.07,207,Poor
Delhi,23/05/2018,129.23,77.28,306,Very Poor
Delhi,24/05/2018,114.13,57.51,303,Very Poor
Delhi,25/05/2018,83.88,59.34,260,Poor
Delhi,26/05/2018,103.02,64.88,244,Poor
Delhi,27/05/2018,97.37,58.31,268,Poor
Delhi,28/05/2018,117.56,54.01,276,Poor
Delhi,29/05/2018,112.6,60.34,303,Very Poor
Delhi,30/05/2018,65.76,33.21,272,Poor
Delhi,31/05/2018,71.99,40.76,223,Poor
Delhi,01/06/2018,79.98,30.14,196,Moderate
Delhi,02/06/2018,52.6,29.28,183,Moderate
Delhi,03/06/2018,59.52,31.51,154,Moderate
Delhi,04/06/2018,64.42,30.68,170,Moderate
Delhi,05/06/2018,61.72,27.67,160,Moderate
Delhi,06/06/2018,57.68,31.11,146,Moderate
Delhi,07/06/2018,73.77,33.8,166,Moderate
Delhi,08/06/2018,76.78,31.27,180,Moderate
Delhi,09/06/2018,52.79,27.39,153,Moderate
Delhi,10/06/2018,67.02,34.23,153,Moderate
Delhi,11/06/2018,73.22,34.85,186,Moderate
Delhi,12/06/2018,141.28,31.72,285,Poor
Delhi,13/06/2018,261.77,25.75,453,Severe
Delhi,14/06/2018,225.49,25.37,522,Severe
Delhi,15/06/2018,153.28,24.61,593,Severe
Delhi,16/06/2018,127.32,25,531,Severe
Delhi,17/06/2018,84.47,22.78,384,Very Poor
Delhi,18/06/2018,61.06,26.68,179,Moderate
Delhi,19/06/2018,52.76,26.52,146,Moderate
Delhi,20/06/2018,67.55,33.71,175,Moderate
Delhi,21/06/2018,76.98,34.82,221,Poor
Delhi,22/06/2018,83.98,45.06,249,Poor
Delhi,23/06/2018,81.33,44.23,228,Poor
Delhi,24/06/2018,54.15,34.98,194,Moderate
Delhi,25/06/2018,46.9,34.92,168,Moderate
Delhi,26/06/2018,29.98,34.16,128,Moderate
Delhi,27/06/2018,52.48,31,126,Moderate
Delhi,28/06/2018,30.07,29.01,99,Satisfactory
Delhi,29/06/2018,37.11,30.43,90,Satisfactory
Delhi,30/06/2018,41.41,32.89,113,Moderate
Delhi,01/07/2018,34.18,28.46,102,Moderate
Delhi,02/07/2018,34.24,25.74,111,Moderate
Delhi,03/07/2018,44.55,37.27,122,Moderate
Delhi,04/07/2018,45.76,31.17,128,Moderate
Delhi,05/07/2018,50.41,38.05,130,Moderate
Delhi,06/07/2018,57.12,36.71,147,Moderate
Delhi,07/07/2018,61.93,34.43,155,Moderate
Delhi,08/07/2018,68.2,39.85,176,Moderate
Delhi,09/07/2018,70.48,35.14,168,Moderate
Delhi,10/07/2018,47.48,28.19,140,Moderate
Delhi,11/07/2018,39.78,31.82,111,Moderate
Delhi,12/07/2018,46.53,34.22,130,Moderate
Delhi,13/07/2018,28.44,31.94,109,Moderate
Delhi,14/07/2018,33.82,31.63,96,Satisfactory
Delhi,15/07/2018,37.76,28.9,92,Satisfactory
Delhi,16/07/2018,37.32,33.31,95,Satisfactory
Delhi,17/07/2018,34.26,30.73,105,Moderate
Delhi,18/07/2018,37.76,29.45,114,Moderate
Delhi,19/07/2018,35.04,27.41,106,Moderate
Delhi,20/07/2018,37.26,33.46,90,Satisfactory
Delhi,21/07/2018,50.21,36.48,114,Moderate
Delhi,22/07/2018,25.81,27.55,87,Satisfactory
Delhi,23/07/2018,32.39,28.74,80,Satisfactory
Delhi,24/07/2018,39.3,29.15,101,Moderate
Delhi,25/07/2018,34.7,27.58,90,Satisfactory
Delhi,26/07/2018,32.22,25.1,90,Satisfactory
Delhi,27/07/2018,21.75,23.41,68,Satisfactory
Delhi,28/07/2018,37.69,21.59,71,Satisfactory
Delhi,29/07/2018,44.03,25.02,100,Satisfactory
Delhi,30/07/2018,39.89,25.06,122,Moderate
Delhi,31/07/2018,50.59,28.84,135,Moderate
Delhi,01/08/2018,55.77,26.14,155,Moderate
Delhi,02/08/2018,71.5,25.2,215,Poor
Delhi,03/08/2018,65.46,26.08,228,Poor
Delhi,04/08/2018,69.75,28.77,215,Poor
Delhi,05/08/2018,63.57,24.82,234,Poor
Delhi,06/08/2018,50.64,26.59,166,Moderate
Delhi,07/08/2018,44.54,26.15,123,Moderate
Delhi,08/08/2018,36.7,25.24,108,Moderate
Delhi,09/08/2018,36.84,24.98,102,Moderate
Delhi,10/08/2018,46.24,34.82,111,Moderate
Delhi,11/08/2018,32.72,24.06,106,Moderate
Delhi,12/08/2018,25.7,23.5,92,Satisfactory
Delhi,13/08/2018,32.75,25.04,102,Moderate
Delhi,14/08/2018,46.85,29.49,122,Moderate
Delhi,15/08/2018,43,23.72,128,Moderate
Delhi,16/08/2018,36.49,29.32,109,Moderate
Delhi,17/08/2018,32.98,24.58,109,Moderate
Delhi,18/08/2018,32.11,26.17,90,Satisfactory
Delhi,19/08/2018,47.01,31.85,100,Satisfactory
Delhi,20/08/2018,61.1,32.54,138,Moderate
Delhi,21/08/2018,30.98,27.85,105,Moderate
Delhi,22/08/2018,29.75,28.18,91,Satisfactory
Delhi,23/08/2018,31.19,24.72,86,Satisfactory
Delhi,24/08/2018,23.71,24.6,89,Satisfactory
Delhi,25/08/2018,21.96,22.78,100,Satisfactory
Delhi,26/08/2018,23.96,19.92,85,Satisfactory
Delhi,27/08/2018,24.78,23.6,82,Satisfactory
Delhi,28/08/2018,29.26,25.52,81,Satisfactory
Delhi,29/08/2018,36.06,26.12,88,Satisfactory
Delhi,30/08/2018,41.26,28.28,97,Satisfactory
Delhi,31/08/2018,47.53,25.96,127,Moderate
Delhi,01/09/2018,45.19,28.51,132,Moderate
Delhi,02/09/2018,40.9,23.44,116,Moderate
Delhi,03/09/2018,42.06,27.63,89,Satisfactory
Delhi,04/09/2018,55.72,35.94,118,Moderate
Delhi,05/09/2018,39.77,30.63,108,Moderate
Delhi,06/09/2018,49.44,30.88,137,Moderate
Delhi,07/09/2018,42.11,37.91,117,Moderate
Delhi,08/09/2018,35.45,26.65,105,Moderate
Delhi,09/09/2018,29.1,23.58,86,Satisfactory
Delhi,10/09/2018,36.99,29.61,92,Satisfactory
Delhi,11/09/2018,28.33,26,91,Satisfactory
Delhi,12/09/2018,28.55,24.4,96,Satisfactory
Delhi,13/09/2018,27.49,23.21,108,Moderate
Delhi,14/09/2018,31.38,25.18,113,Moderate
Delhi,15/09/2018,37.48,27.72,126,Moderate
Delhi,16/09/2018,43.09,25.92,124,Moderate
Delhi,17/09/2018,55.86,29.15,135,Moderate
Delhi,18/09/2018,54.94,29.8,154,Moderate
Delhi,19/09/2018,58.63,37.36,157,Moderate
Delhi,20/09/2018,73.3,38.16,173,Moderate
Delhi,21/09/2018,46.73,26.7,155,Moderate
Delhi,22/09/2018,24.29,21.72,76,Satisfactory
Delhi,23/09/2018,30.71,19.88,69,Satisfactory
Delhi,24/09/2018,21.46,25.07,63,Satisfactory
Delhi,25/09/2018,21.45,25.67,63,Satisfactory
Delhi,26/09/2018,42.83,32.38,99,Satisfactory
Delhi,27/09/2018,71.44,37.42,151,Moderate
Delhi,28/09/2018,83.78,44.68,200,Moderate
Delhi,29/09/2018,92.46,46.15,229,Poor
Delhi,30/09/2018,69.49,34.52,176,Moderate
Delhi,01/10/2018,65.78,40.86,148,Moderate
Delhi,02/10/2018,76.03,36.68,186,Moderate
Delhi,03/10/2018,63.37,42.57,160,Moderate
Delhi,04/10/2018,97.4,48.01,206,Poor
Delhi,05/10/2018,121.12,53.69,268,Poor
Delhi,06/10/2018,78.87,44.71,237,Poor
Delhi,07/10/2018,81.14,44.81,189,Moderate
Delhi,08/10/2018,118.6,56.21,253,Poor
Delhi,09/10/2018,103.26,54.24,269,Poor
Delhi,10/10/2018,93.36,47.73,263,Poor
Delhi,11/10/2018,70.42,37.74,219,Poor
Delhi,12/10/2018,67.93,44.48,163,Moderate
Delhi,13/10/2018,132.93,49.89,264,Poor
Delhi,14/10/2018,91.88,47.34,237,Poor
Delhi,15/10/2018,115.96,55.44,253,Poor
Delhi,16/10/2018,139.18,64.18,309,Very Poor
Delhi,17/10/2018,137.29,52.81,332,Very Poor
Delhi,18/10/2018,143.2,57.64,330,Very Poor
Delhi,19/10/2018,137.73,54.31,300,Poor
Delhi,20/10/2018,168.87,54.04,344,Very Poor
Delhi,21/10/2018,141.15,55.77,325,Very Poor
Delhi,22/10/2018,121.65,55.49,296,Poor
Delhi,23/10/2018,119.4,63.32,274,Poor
Delhi,24/10/2018,174.04,77.72,354,Very Poor
Delhi,25/10/2018,168.82,72.23,356,Very Poor
Delhi,26/10/2018,203.12,74.04,394,Very Poor
Delhi,27/10/2018,206.05,77.3,396,Very Poor
Delhi,28/10/2018,205,57.66,403,Severe
Delhi,29/10/2018,231.83,62.22,397,Very Poor
Delhi,30/10/2018,263.39,70.46,456,Severe
Delhi,31/10/2018,225.17,68.02,422,Severe
Delhi,01/11/2018,236.67,71.63,433,Severe
Delhi,02/11/2018,205.44,65.98,391,Very Poor
Delhi,03/11/2018,159.56,47.39,353,Very Poor
Delhi,04/11/2018,97.27,34.18,238,Poor
Delhi,05/11/2018,361.98,48.25,424,Severe
Delhi,06/11/2018,177.88,43.78,411,Severe
Delhi,07/11/2018,175.43,45.14,317,Very Poor
Delhi,08/11/2018,420.3,64.57,452,Severe
Delhi,09/11/2018,300.91,68.25,487,Severe
Delhi,10/11/2018,288.86,79.5,430,Severe
Delhi,11/11/2018,256.68,70.55,454,Severe
Delhi,12/11/2018,271.7,71.88,437,Severe
Delhi,13/11/2018,265.06,74.72,454,Severe
Delhi,14/11/2018,136.2,59.36,361,Very Poor
Delhi,15/11/2018,98.53,47.83,251,Poor
Delhi,16/11/2018,138.49,42.41,302,Very Poor
Delhi,17/11/2018,135.21,51.93,292,Poor
Delhi,18/11/2018,166.43,61.82,330,Very Poor
Delhi,19/11/2018,179.79,56.73,340,Very Poor
Delhi,20/11/2018,224.1,63.96,367,Very Poor
Delhi,21/11/2018,209.96,63.79,396,Very Poor
Delhi,22/11/2018,139.02,74.93,317,Very Poor
Delhi,23/11/2018,187.85,61.06,356,Very Poor
Delhi,24/11/2018,107.73,46.57,296,Poor
Delhi,25/11/2018,133.62,58.16,266,Poor
Delhi,26/11/2018,200.69,68.3,349,Very Poor
Delhi,27/11/2018,205.53,78.94,396,Very Poor
Delhi,28/11/2018,193.1,69.6,363,Very Poor
Delhi,29/11/2018,205.17,63.68,384,Very Poor
Delhi,30/11/2018,190.36,56.74,365,Very Poor
Delhi,01/12/2018,147.48,56.43,335,Very Poor
Delhi,02/12/2018,164.63,67.18,329,Very Poor
Delhi,03/12/2018,178.87,66.91,356,Very Poor
Delhi,04/12/2018,211.57,74.17,394,Very Poor
Delhi,05/12/2018,181.62,65.87,374,Very Poor
Delhi,06/12/2018,218.06,71.73,385,Very Poor
Delhi,07/12/2018,193.81,54.83,376,Very Poor
Delhi,08/12/2018,202.83,59.06,366,Very Poor
Delhi,09/12/2018,226.35,65.3,389,Very Poor
Delhi,10/12/2018,264.63,66.58,431,Severe
Delhi,11/12/2018,274.97,68.87,464,Severe
Delhi,12/12/2018,209.63,55.1,443,Severe
Delhi,13/12/2018,94.29,42.59,264,Poor
Delhi,14/12/2018,113.42,45.22,248,Poor
Delhi,15/12/2018,122.69,47.31,274,Poor
Delhi,16/12/2018,150.28,50.86,295,Poor
Delhi,17/12/2018,182.78,58.08,338,Very Poor
Delhi,18/12/2018,204.08,61.34,370,Very Poor
Delhi,19/12/2018,205.22,63.77,370,Very Poor
Delhi,20/12/2018,258.1,68.97,423,Severe
Delhi,21/12/2018,252.2,66.03,422,Severe
Delhi,22/12/2018,326.79,78.71,468,Severe
Delhi,23/12/2018,401.58,77.63,557,Severe
Delhi,24/12/2018,378.68,75.26,577,Severe
Delhi,25/12/2018,268.2,61.2,475,Severe
Delhi,26/12/2018,241,65.2,405,Severe
Delhi,27/12/2018,290.1,78.43,458,Severe
Delhi,28/12/2018,249.23,60.59,413,Severe
Delhi,29/12/2018,248.12,64.97,420,Severe
Delhi,30/12/2018,336.42,76.89,484,Severe
Delhi,31/12/2018,319.69,70.54,509,Severe
Delhi,01/01/2019,287.34,69.46,475,Severe
Delhi,02/01/2019,331.2,75.06,501,Severe
Delhi,03/01/2019,355.4,66.2,537,Severe
Delhi,04/01/2019,246.46,57.53,432,Severe
Delhi,05/01/2019,262.53,60.35,440,Severe
Delhi,06/01/2019,174.26,51.94,371,Very Poor
Delhi,07/01/2019,181.74,52.45,331,Very Poor
Delhi,08/01/2019,156.26,48.95,340,Very Poor
Delhi,09/01/2019,143.66,49.49,321,Very Poor
Delhi,10/01/2019,165.95,58.22,317,Very Poor
Delhi,11/01/2019,278.95,76.71,401,Severe
Delhi,12/01/2019,311.03,85.14,482,Severe
Delhi,13/01/2019,272.45,66.11,464,Severe
Delhi,14/01/2019,94.44,42.16,320,Very Poor
Delhi,15/01/2019,134.57,52.45,248,Poor
Delhi,16/01/2019,271.96,83.75,383,Very Poor
Delhi,17/01/2019,358.91,84.74,515,Severe
Delhi,18/01/2019,237.22,68.58,437,Severe
Delhi,19/01/2019,262.68,77.9,411,Severe
Delhi,20/01/2019,314.59,106.04,480,Severe
Delhi,21/01/2019,175.49,63.04,413,Severe
Delhi,22/01/2019,53.25,38.56,174,Moderate
Delhi,23/01/2019,135.68,48.14,186,Moderate
Delhi,24/01/2019,130.59,44.11,328,Very Poor
Delhi,25/01/2019,81.2,40.03,188,Moderate
Delhi,26/01/2019,101.61,38.43,231,Poor
Delhi,27/01/2019,136.47,45.27,275,Poor
Delhi,28/01/2019,126.48,49.13,301,Very Poor
Delhi,29/01/2019,142,51.47,297,Poor
Delhi,30/01/2019,206.14,63.7,342,Very Poor
Delhi,31/01/2019,204.25,65.7,397,Very Poor
Delhi,01/02/2019,178.68,50.75,329,Very Poor
Delhi,02/02/2019,177.32,35.89,338,Very Poor
Delhi,03/02/2019,131.1,34.53,323,Very Poor
Delhi,04/02/2019,144.62,52.85,301,Very Poor
Delhi,05/02/2019,256.33,75.89,398,Very Poor
Delhi,06/02/2019,177.25,50.55,380,Very Poor
Delhi,07/02/2019,65.65,30.8,233,Poor
Delhi,08/02/2019,72.29,39.24,136,Moderate
Delhi,09/02/2019,82.5,38.31,169,Moderate
Delhi,10/02/2019,143.31,49.26,277,Poor
Delhi,11/02/2019,173.61,58.56,332,Very Poor
Delhi,12/02/2019,208.64,66.37,357,Very Poor
Delhi,13/02/2019,198.26,70.04,372,Very Poor
Delhi,14/02/2019,153.73,53.15,350,Very Poor
Delhi,15/02/2019,123.46,44.28,275,Poor
Delhi,16/02/2019,112.34,33.33,288,Poor
Delhi,17/02/2019,99.27,42.59,247,Poor
Delhi,18/02/2019,109.11,56.12,278,Poor
Delhi,19/02/2019,126.12,55.44,232,Poor
Delhi,20/02/2019,102.3,51.88,305,Very Poor
Delhi,21/02/2019,73.33,47.15,158,Moderate
Delhi,22/02/2019,73.9,33.95,191,Moderate
Delhi,23/02/2019,56.51,36.12,116,Moderate
Delhi,24/02/2019,89.34,46.26,169,Moderate
Delhi,25/02/2019,92.36,53.86,221,Poor
Delhi,26/02/2019,59.97,50.31,144,Moderate
Delhi,27/02/2019,47.18,35.07,112,Moderate
Delhi,28/02/2019,96.38,45.02,198,Moderate
Delhi,01/03/2019,93.83,48.87,222,Poor
Delhi,02/03/2019,109.6,62.05,227,Poor
Delhi,03/03/2019,62.92,40.61,172,Moderate
Delhi,04/03/2019,105.93,40.1,217,Poor
Delhi,05/03/2019,68.86,40.05,173,Moderate
Delhi,06/03/2019,83.45,45.3,189,Moderate
Delhi,07/03/2019,104.61,51.9,228,Poor
Delhi,08/03/2019,92.07,51.75,220,Poor
Delhi,09/03/2019,73.31,40.84,194,Moderate
Delhi,10/03/2019,73.98,44.17,157,Moderate
Delhi,11/03/2019,82.17,52.91,190,Moderate
Delhi,12/03/2019,57.28,37.45,149,Moderate
Delhi,13/03/2019,89.17,57.03,168,Moderate
Delhi,14/03/2019,111.2,48.81,281,Poor
Delhi,15/03/2019,74.88,41.27,183,Moderate
Delhi,16/03/2019,68.64,40.6,143,Moderate
Delhi,17/03/2019,93.61,46.88,198,Moderate
Delhi,18/03/2019,100.32,50.33,221,Poor
Delhi,19/03/2019,103.77,55.47,239,Poor
Delhi,20/03/2019,89.82,54.67,234,Poor
Delhi,21/03/2019,112.29,34.63,272,Poor
Delhi,22/03/2019,38.43,32.19,141,Moderate
Delhi,23/03/2019,55.62,34.57,131,Moderate
Delhi,24/03/2019,53.28,34.25,126,Moderate
Delhi,25/03/2019,65,34.84,136,Moderate
Delhi,26/03/2019,75.82,40.8,162,Moderate
Delhi,27/03/2019,78.37,49.68,177,Moderate
Delhi,28/03/2019,116.55,60.18,245,Poor
Delhi,29/03/2019,112.67,60.4,273,Poor
Delhi,30/03/2019,102.27,53.75,252,Poor
Delhi,31/03/2019,58.96,38.42,198,Moderate
Delhi,01/04/2019,59.08,38.55,153,Moderate
Delhi,02/04/2019,90.1,55.76,194,Moderate
Delhi,03/04/2019,85.02,54.91,208,Poor
Delhi,04/04/2019,119.71,63.62,260,Poor
Delhi,05/04/2019,125.44,64.7,284,Poor
Delhi,06/04/2019,96.6,48.72,269,Poor
Delhi,07/04/2019,152.91,44.64,315,Very Poor
Delhi,08/04/2019,81.3,45.87,284,Poor
Delhi,09/04/2019,87.74,53.88,240,Poor
Delhi,10/04/2019,101.94,56.82,263,Poor
Delhi,11/04/2019,70.25,47.54,196,Moderate
Delhi,12/04/2019,61.34,40.09,202,Poor
Delhi,13/04/2019,55.93,37.89,175,Moderate
Delhi,14/04/2019,51.51,36.61,150,Moderate
Delhi,15/04/2019,54.84,41.92,163,Moderate
Delhi,16/04/2019,59.08,35.01,206,Poor
Delhi,17/04/2019,22.14,26.84,102,Moderate
Delhi,18/04/2019,38.92,39.07,104,Moderate
Delhi,19/04/2019,71.62,47.56,151,Moderate
Delhi,20/04/2019,90.55,55.28,199,Moderate
Delhi,21/04/2019,95.24,58.95,225,Poor
Delhi,22/04/2019,110.16,61.72,246,Poor
Delhi,23/04/2019,104.17,63.45,257,Poor
Delhi,24/04/2019,85.7,51.58,232,Poor
Delhi,25/04/2019,86.41,39.89,251,Poor
Delhi,26/04/2019,82.37,50.69,223,Poor
Delhi,27/04/2019,73.06,39.8,248,Poor
Delhi,28/04/2019,76.44,40.9,269,Poor
Delhi,29/04/2019,84.04,52.04,256,Poor
Delhi,30/04/2019,95.72,59.32,257,Poor
Delhi,01/05/2019,111.57,63.15,285,Poor
Delhi,02/05/2019,77.72,43.19,275,Poor
Delhi,03/05/2019,52.16,49.82,202,Poor
Delhi,04/05/2019,77.96,59.78,182,Moderate
Delhi,05/05/2019,101.25,55.16,231,Poor
Delhi,06/05/2019,118.9,70.81,267,Poor
Delhi,07/05/2019,128.78,69.77,310,Very Poor
Delhi,08/05/2019,143.34,60.85,389,Very Poor
Delhi,09/05/2019,137.2,51.13,390,Very Poor
Delhi,10/05/2019,95.07,38.05,333,Very Poor
Delhi,11/05/2019,101.83,42.02,266,Poor
Delhi,12/05/2019,178.22,40.68,352,Very Poor
Delhi,13/05/2019,170.81,50.88,376,Very Poor
Delhi,14/05/2019,58.22,37.53,217,Poor
Delhi,15/05/2019,84.81,57.75,194,Moderate
Delhi,16/05/2019,75.45,50.99,192,Moderate
Delhi,17/05/2019,92.53,45.67,257,Poor
Delhi,18/05/2019,44.28,33.79,176,Moderate
Delhi,19/05/2019,81.99,45.8,168,Moderate
Delhi,20/05/2019,93.97,56.55,216,Poor
Delhi,21/05/2019,77.78,47.58,206,Poor
Delhi,22/05/2019,64.24,51.8,167,Moderate
Delhi,23/05/2019,92.4,52.71,228,Poor
Delhi,24/05/2019,43.86,40.33,151,Moderate
Delhi,25/05/2019,43.66,34.52,125,Moderate
Delhi,26/05/2019,55.13,41.51,135,Moderate
Delhi,27/05/2019,64.66,53.92,163,Moderate
Delhi,28/05/2019,65.82,61.45,175,Moderate
Delhi,29/05/2019,74.8,65.84,191,Moderate
